,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5155713907427038,6631213372,2025-04-15 15:21:45,一定要看对人,来自陕西,5155714989561094,0,2,一定要看对人,3721925587,财静静吖,https://weibo.com/u/3721925587,母婴育儿博主,互赞互评,陕西 西安,f,8428,2259,1160,"33,853",997,"47,206","82,056"
1,5155713907427038,6631213372,2025-04-15 15:24:42,远离烂桃花,来自福建,5155715732736893,0,1,远离烂桃花,3542541404,冷月啬薇,https://weibo.com/u/3542541404,义乌晶妍化妆品有限公司 经销商,视频部分来源于网络侵权联系删除,广西,f,158004,5181,18994,"319,249","94,712","1,770,736","2,184,697"
2,5155713907427038,6631213372,2025-04-15 15:31:50,这些都是烂桃花。,来自江苏,5155717531566376,0,2,这些都是烂桃花。,1219738862,苏米-苏米,https://weibo.com/u/1219738862,情感博主,从此鲜花送自己，纵马踏花向自由,其他,f,19918,1229,1658,"31,602",642,"45,626","77,870"
3,5155713907427038,6631213372,2025-04-15 15:25:08,这种隐瞒的太烦人了,来自河南,5155715842311447,0,2,这种隐瞒的太烦人了,5861304607,全志龙碎碎念,https://weibo.com/u/5861304607,娱乐博主,总有一天会见面Ü,其他,f,11306,1329,2761,"22,321","6,311","42,213","70,845"
4,5155713907427038,6631213372,2025-04-15 15:21:13,烂桃花坚决远离,来自山西,5155714856652354,0,2,烂桃花坚决远离,3398957174,财寅瑛,https://weibo.com/u/3398957174,情感博主,将军赶路，不追野兔！,西藏,f,22283,2199,1979,,,,
5,5155713907427038,6631213372,2025-04-15 15:28:11,烂桃花真的很麻烦啊,来自山东,5155716608562338,0,1,烂桃花真的很麻烦啊,5483075306,ykkvvjk,https://weibo.com/u/5483075306,美食博主,LGBT|截我私人博的全➕宝币,其他,f,11605,2126,3069,"19,579","1,081","42,904","63,564"
6,5155713907427038,6631213372,2025-04-15 15:27:45,要自己远离才是！,来自中国台湾,5155716500556090,0,1,要自己远离才是！,7719176665,中维929_929,https://weibo.com/u/7719176665,超话粉丝钻咖（周深超话）,禁直官，单取lh！,台湾,f,13696,1223,13708,"403,383","28,468","205,715","637,566"
7,5155713907427038,6631213372,2025-04-15 15:26:00,成年人要有距离感,来自河南,5155716059894232,0,1,成年人要有距离感,6348057090,小嬷王,https://weibo.com/u/6348057090,电竞博主 超话创作官（KPL超话） 微博原创视频博主,推广/合作请私信,河南,m,179122,1007,7537,"162,291","418,974","705,568","1,286,833"
8,5155713907427038,6631213372,2025-04-15 15:25:38,还是得坦诚相待啊,来自重庆,5155715971285091,0,1,还是得坦诚相待啊,6617001631,楼上_万能小黑君,https://weibo.com/u/6617001631,娱乐博主,唯粉👉始于任国超，终于任嘉伦，只为一任开微博👈 『发谁≠喜欢谁，➗任嘉伦外发其他纯粹为阅读量，介意找我互移』🚫禁快砖🚫禁单qu关,其他,f,41626,5365,10005,"761,747","11,277","137,602","910,626"
9,5155713907427038,6631213372,2025-04-15 15:25:10,原来是这样呀,来自湖南,5155715850439780,0,1,原来是这样呀,5598761105,是蓉小宝啊,https://weibo.com/u/5598761105,娱乐博主 超话创作官（张真源超话） 微博原创视频博主,我的征途，是星辰大海！,湖南,f,17422,1606,12676,"711,383","127,756,626","546,652","129,014,661"
10,5155713907427038,6631213372,2025-04-15 15:22:06,远离烂桃花，不能犹豫,来自四川,5155715077902236,0,1,远离烂桃花，不能犹豫,5589116219,甜甜哒蜜糖小熊,https://weibo.com/u/5589116219,娱乐博主 微博剪辑视频博主 问答答主,爱看电视剧^_^又爱看综艺  本人无粉籍^_^只粉我自己  好看的都看^_^优秀的都赞,四川 成都,m,86959,2207,2343,,,,
11,5155713907427038,6631213372,2025-04-15 15:33:22,"远离烂桃花！还不如一个人<img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" />",来自广东,5155717912727818,0,0,远离烂桃花！还不如一个人[笑cry],5782303175,拾安_Shian,https://weibo.com/u/5782303175,时尚博主,审美很主观，不定期分享关于美的周边。,其他,m,2550,400,1069,"6,140","1,006","15,261","22,407"
12,5155713907427038,6631213372,2025-04-15 15:24:38,什么时候都有这样的恶心人,来自山东,5155715720938136,0,1,什么时候都有这样的恶心人,2914316215,雨之媚,https://weibo.com/u/2914316215,微博剪辑视频博主,发扬中医，治疗疑难杂症。,山东 东营,f,129562,4469,20091,"30,878","10,613","170,211","211,702"
