,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞,用户认证信息
0,5155448166028113,6421507594,2025-04-14 21:51:29,"他们真能做梦<img alt=""[可爱]"" title=""[可爱]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/09/2018new_keai_org.png"" />",来自辽宁,5155450687062461,0,28,他们真能做梦[可爱],6245764390,快乐时代我的,https://weibo.com/u/6245764390,普通用户（学业顺利版）,其他,f,24,154,1165,80,9,67,156,
1,5155448166028113,6421507594,2025-04-14 22:05:44,做什么白日梦呢,来自广东,5155454267169718,0,18,做什么白日梦呢,1773458531,做自己啾酱就好,https://weibo.com/u/1773458531,（烂人垃圾小偷勿关注）  本人忠于自己，听从本心。专注做自己。less is more. Independent thinking. healthy and happy 1st.,重庆,f,579,1361,3180,391,45,338,774,
2,5155448166028113,6421507594,2025-04-15 06:24:31,自私自利，大男子主义,来自江苏,5155579796127761,0,11,自私自利，大男子主义,5842625056,淡颜天空y,https://weibo.com/u/5842625056,,江苏 徐州,f,144,837,1260,162,44,236,442,
3,5155448166028113,6421507594,2025-04-14 21:48:01,他们不适合找对象适合孤独终老,来自辽宁,5155449810455188,0,11,他们不适合找对象适合孤独终老,1514617660,SunNice_,https://weibo.com/u/1514617660,,辽宁,f,1893,743,4029,"11,419",450,"5,041","16,910",
4,5155448166028113,6421507594,2025-04-14 21:56:49,"印比女的要求也是<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自浙江,5155452024522074,0,10,印比女的要求也是[doge],5948327433,SodaBao,https://weibo.com/u/5948327433,言出法随,浙江 杭州,f,43,215,765,250,15,166,431,
5,5155448166028113,6421507594,2025-04-14 22:27:03,建议比劫、印比男撒泡尿先照照自己,来自河南,5155459636396641,0,15,建议比劫、印比男撒泡尿先照照自己,1807031577,檀羽露,https://weibo.com/u/1807031577,。,河南 郑州,f,503,358,716,879,35,41,955,
6,5155448166028113,6421507594,2025-04-14 23:18:34,"我身边的一个印比男的对象真的对他蛮温柔的，能忍很多我看着想扇印比男巴掌的事<img alt=""[老师好]"" title=""[老师好]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/0d/2022_Teacher_org.png"" />",来自河南,5155472597845007,0,6,我身边的一个印比男的对象真的对他蛮温柔的，能忍很多我看着想扇印比男巴掌的事[老师好],5657413069,敲钟散人,https://weibo.com/u/5657413069,我永远相信文字的力量。,北京,f,15842,1291,21501,"29,687","3,221","50,071","82,979",娱乐博主
7,5155448166028113,6421507594,2025-04-15 06:05:29,女的遇上这种人不跑要么智商有问题，要么上辈子做坏事了命不好这辈子需要还债,来自山东,5155575000989993,0,8,女的遇上这种人不跑要么智商有问题，要么上辈子做坏事了命不好这辈子需要还债,6356625045,被天机星温柔以待,https://weibo.com/u/6356625045,备忘录+成长记录,山东 德州,f,16,256,57,2,0,2,4,
8,5155448166028113,6421507594,2025-04-14 22:47:48,"所以他们只能相亲结婚，谈恋爱的话，女生不出半年就会跑<img alt=""[挖鼻]"" title=""[挖鼻]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/9a/2018new_wabi_thumb.png"" />",来自广东,5155464854376990,0,8,所以他们只能相亲结婚，谈恋爱的话，女生不出半年就会跑[挖鼻],2721447533,温柔也带锋芒,https://weibo.com/u/2721447533,一切都会变好，超好、爆好、无敌好！,广东 广州,f,793,1729,6510,531,488,872,"1,891",
9,5155448166028113,6421507594,2025-04-14 22:56:08,"既要又要还要，你别说他们挺多还真能找到，如果配置的不错的印比男<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />所谓的工作得体的伪君子<img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" />",来自辽宁,5155466952052861,0,5,既要又要还要，你别说他们挺多还真能找到，如果配置的不错的印比男[doge]所谓的工作得体的伪君子[笑cry],6933102924,每天向禄nonstop,https://weibo.com/u/6933102924,福星高照☁️,海外,f,180,1179,8113,245,100,178,523,
