,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞,用户认证信息
0,5130670661701517,1559590327,2025-02-05 12:52:06,"我的择偶标准我一说出来周围的人都说没有，世上根本找不到。我的要求是：男的，不抽烟不喝酒不打牌不嫖娼不赌博不家暴不出轨，四肢健全，没重病和遗传病，精神病，会洗衣会做饭，能养活自己，大专以上学历，身高165以上，不要太胖。我确实没找到<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" /><img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" /><img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" /><img alt=""[喵喵]"" title=""[喵喵]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7b/2018new_miaomiao_org.png"" /><img alt=""[喵喵]"" title=""[喵喵]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7b/2018new_miaomiao_org.png"" />",来自广东,5130672571941017,22,11,我的择偶标准我一说出来周围的人都说没有，世上根本找不到。我的要求是：男的，不抽烟不喝酒不打牌不嫖娼不赌博不家暴不出轨，四肢健全，没重病和遗传病，精神病，会洗衣会做饭，能养活自己，大专以上学历，身高165以上，不要太胖。我确实没找到[doge][doge][doge][喵喵][喵喵],5479115046,兔宝宝和喵儿,https://weibo.com/u/5479115046,遗忘那些忧伤的过往，像葵花一样，向着阳光的方向，自由地生长！,广东,f,831,471,2404,"2,677",214,"3,911","6,802",
1,5130670661701517,1559590327,2025-02-05 13:26:18,没有筛除同性恋,来自四川,5130681179176966,1,8,没有筛除同性恋,6406239745,低级普男,https://weibo.com/u/6406239745,我也爱你哟～,其他,m,223654,156,28256,"1,436,082","334,753","13,798,488","15,569,323",情感博主
2,5130670661701517,1559590327,2025-02-05 12:47:29,"亲爱的<a href=/n/老妖女士 usercard=""name=@老妖女士"">@老妖女士</a>，你发布的博文很受超话用户欢迎<img alt=""[给你小心心]"" title=""[给你小心心]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/ca/qixi2018_xiaoxinxin_org.png"" />！快来<a target=""_blank"" href=""https://weibo.com/p/100808fd53874784e1f14627c7b6396fd83dc3""><img class=""icon-link"" title=""#择偶[超话]#"" src=""https://h5.sinaimg.cn/upload/100/959/2020/05/09/timeline_card_small_super_default.png""/>择偶超话</a>一起畅聊吧<img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" />",,5130671404352923,0,0,亲爱的@老妖女士，你发布的博文很受超话用户欢迎[给你小心心]！快来#择偶[超话]#一起畅聊吧[打call],5878659096,超话社区,https://weibo.com/u/5878659096,,北京,m,237038716,1955,28812,"3,077,759","6,179,459","59,872,722","69,129,940",超话社区官方微博
3,5130670661701517,1559590327,2025-02-06 03:12:47,再加一条，同意只生一个抽签决定姓氏,来自安徽,5130889166586855,0,2,再加一条，同意只生一个抽签决定姓氏,2774669055,我才不会发现你,https://weibo.com/u/2774669055,女子读书会,辽宁 大连,f,575,968,2587,"1,669",305,"4,237","6,211",
4,5130670661701517,1559590327,2025-02-05 22:47:41,第6条一出 注定只能找女性共度下半生了,来自北京,5130822451992745,0,1,第6条一出 注定只能找女性共度下半生了,2608233237,Finnegans_Castellio9,https://weibo.com/u/2608233237,"Together we stand, divided we fall.",北京,f,134,345,6844,"2,638","1,031",902,"4,571",
5,5130670661701517,1559590327,2025-02-05 15:41:41,"这么简单的要求居然只有这么点符合的<img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" />",来自安徽,5130715245055589,0,1,这么简单的要求居然只有这么点符合的[笑cry],6011150586,陆公子十一,https://weibo.com/u/6011150586,“我愿自由而有危险，但不愿安宁而受奴役。” 卢梭《社会契约论》,上海,m,282,1531,4764,166,270,"1,056","1,492",
6,5130670661701517,1559590327,2025-02-06 12:35:58,"这就是事实<img alt=""[微笑]"" title=""[微笑]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e3/2018new_weixioa02_org.png"" />",来自海南,5131030897887336,0,0,这就是事实[微笑],1419571155,景色致胜,https://weibo.com/u/1419571155,,北京 西城区,m,116,197,687,30,24,19,73,
7,5130670661701517,1559590327,2025-02-05 23:56:34,"<a href=/n/哈哈哈哈哈哈哈哈哈哈哈 usercard=""name=@哈哈哈哈哈哈哈哈哈哈哈"">@哈哈哈哈哈哈哈哈哈哈哈</a>😂<img alt=""[哆啦A梦害怕]"" title=""[哆啦A梦害怕]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/35/2022_dorashock_org.png"" />",来自安徽,5130839787309361,0,0,@哈哈哈哈哈哈哈哈哈哈哈😂[哆啦A梦害怕],7402447242,子曰要早睡Ya,https://weibo.com/u/7402447242,请务必千万次地救自己于水火之中,其他,f,10,273,498,27,3,39,69,
8,5130670661701517,1559590327,2025-02-05 13:11:37,哈哈哈，感觉我设的条件还不够严苛，比如人品这一关不好判断 ,来自上海,5130677479804504,0,0,哈哈哈，感觉我设的条件还不够严苛，比如人品这一关不好判断 http://t.cn/A6310gc5,6052921652,_孤独怪物_,https://weibo.com/u/6052921652,昨日事譬如昨日死,青海,f,60,257,1997,222,33,508,763,
9,5130670661701517,1559590327,2025-02-05 13:01:58,好家伙 这不普通标准吗,来自山东,5130675051301720,0,0,好家伙 这不普通标准吗,5864376425,-雌鹰翱翔-,https://weibo.com/u/5864376425,万物穿过我,海外,f,309,219,6289,"4,915",114,"6,606","11,635",
